net,length_um
_00843_,5.3
_00863_,5.3
net439,5.29
net461,5.285
_00467_,5.28
_02056_,5.28
_04021_,5.28
_06239_,5.28
_06268_,5.28
_06478_,5.28
_07095_,5.28
_07495_,5.28
_07687_,5.28
_08197_,5.28
_08432_,5.28
_08841_,5.28
_09485_,5.28
_10176_,5.28
_11105_,5.28
_11605_,5.28
_12710_,5.28
_14059_,5.28
_14174_,5.28
_00466_,5.265
_00528_,5.265
_00534_,5.265
_00865_,5.265
alu_shl\[17\],5.265
_01036_,5.26
_01770_,5.26
_01853_,5.26
_02564_,5.26
_03030_,5.26
_03318_,5.26
_03634_,5.26
_03994_,5.26
_04096_,5.26
_04368_,5.26
_04461_,5.26
_04659_,5.26
_04798_,5.26
_04913_,5.26
_05641_,5.26
_05797_,5.26
_05828_,5.26
_05849_,5.26
_05927_,5.26
_05992_,5.26
_06043_,5.26
_06124_,5.26
_06204_,5.26
_06312_,5.26
_06413_,5.26
_06530_,5.26
_06588_,5.26
_06731_,5.26
_06781_,5.26
_06858_,5.26
_06882_,5.26
_07088_,5.26
_07218_,5.26
_07245_,5.26
_07410_,5.26
_07673_,5.26
_08224_,5.26
_08458_,5.26
_09272_,5.26
_09619_,5.26
_09647_,5.26
_10666_,5.26
_10689_,5.26
_12297_,5.26
_12310_,5.26
_12417_,5.26
_12735_,5.26
_13003_,5.26
_13080_,5.26
_14499_,5.26
net638,5.26
net715,5.26
net1095,5.26
net1366,5.26
net1376,5.26
_00764_,5.245
_00804_,5.245
_00881_,5.245
_00961_,5.245
_01221_,5.245
_15054_,5.245
_03312_,5.24
_08229_,5.24
_13893_,5.24
_04625_,5.235
_00957_,5.22
_02097_,5.22
_02405_,5.22
_04105_,5.22
_04299_,5.22
_04679_,5.22
_05693_,5.22
_05727_,5.22
_05900_,5.22
_05908_,5.22
_05977_,5.22
_05984_,5.22
_06080_,5.22
_06142_,5.22
_06183_,5.22
_06279_,5.22
_06284_,5.22
_06707_,5.22
_07232_,5.22
_07574_,5.22
_07815_,5.22
_07869_,5.22
_08090_,5.22
_08317_,5.22
_08428_,5.22
_08467_,5.22
_08488_,5.22
_08515_,5.22
_08531_,5.22
_08569_,5.22
_10372_,5.22
_10477_,5.22
_13737_,5.22
alu_shr\[5\],5.22
_01133_,5.205
eoi[16],5.19
eoi[25],5.19
mem_addr[16],5.19
mem_la_wdata[18],5.19
mem_la_wdata[24],5.19
mem_la_wstrb[3],5.19
mem_wdata[13],5.19
mem_wdata[24],5.19
mem_wdata[30],5.19
mem_wdata[7],5.19
pcpi_insn[25],5.19
pcpi_rs1[28],5.19
_01082_,5.185
_01103_,5.185
_01267_,5.185
_01289_,5.185
_15089_,5.185
_00187_,5.18
_01275_,5.165
_00350_,5.16
_00387_,5.16
_00677_,5.16
_01237_,5.16
_01474_,5.16
_08208_,5.16
_10153_,5.16
_11107_,5.16
net750,5.16
net763,5.16
net780,5.16
net781,5.16
net940,5.16
net1072,5.16
net1104,5.16
_02406_,5.15
_00374_,5.145
_01901_,5.14
_02526_,5.14
_02543_,5.14
_03043_,5.14
_03092_,5.14
_03352_,5.14
_04656_,5.14
_07750_,5.14
_07932_,5.14
_08050_,5.14
_09337_,5.14
_09680_,5.14
_10453_,5.14
_11723_,5.14
_12548_,5.14
_12756_,5.14
_13973_,5.14
_14245_,5.14
_14835_,5.14
_03453_,5.12
_05642_,5.12
_07347_,5.12
_08186_,5.12
_14341_,5.12
net914,5.12
net973,5.12
net1297,5.12
_00232_,5.115
_00316_,5.085
net523,5.085
_00275_,5.075
eoi[23],5.07
mem_la_read,5.07
mem_la_wdata[21],5.07
pcpi_rs1[17],5.07
pcpi_rs1[31],5.07
_01808_,5.06
_05166_,5.06
_08025_,5.06
_09687_,5.06
_09857_,5.06
_10162_,5.06
_10184_,5.06
_13272_,5.06
_14724_,5.06
_14822_,5.06
net492,5.06
net633,5.06
net658,5.06
net669,5.06
net705,5.06
net706,5.06
net712,5.06
net714,5.06
net724,5.06
net732,5.06
net734,5.06
net747,5.06
net761,5.06
net779,5.06
net784,5.06
net786,5.06
net807,5.06
net809,5.06
net814,5.06
net817,5.06
net825,5.06
net826,5.06
net840,5.06
net847,5.06
net849,5.06
net858,5.06
net861,5.06
net869,5.06
net872,5.06
net875,5.06
net881,5.06
net885,5.06
net897,5.06
net903,5.06
net904,5.06
net909,5.06
net917,5.06
net918,5.06
net931,5.06
net932,5.06
net948,5.06
net953,5.06
net957,5.06
net961,5.06
net965,5.06
net977,5.06
net981,5.06
net982,5.06
net984,5.06
net985,5.06
net987,5.06
net995,5.06
net996,5.06
net1000,5.06
net1008,5.06
net1021,5.06
net1022,5.06
net1027,5.06
net1032,5.06
net1037,5.06
net1039,5.06
net1042,5.06
net1043,5.06
net1050,5.06
net1057,5.06
net1059,5.06
net1087,5.06
net1094,5.06
net1111,5.06
net1115,5.06
net1126,5.06
net1130,5.06
net1147,5.06
net1155,5.06
net1158,5.06
net1166,5.06
net1176,5.06
net1180,5.06
net1181,5.06
net1189,5.06
net1191,5.06
net1198,5.06
net1199,5.06
net1201,5.06
net1205,5.06
net1212,5.06
net1222,5.06
net1228,5.06
net1236,5.06
net1245,5.06
net1258,5.06
net1265,5.06
net1289,5.06
net1292,5.06
net1311,5.06
_01227_,5.045
_08346_,5.045
_02517_,5.04
_03720_,5.04
_06503_,5.04
_06581_,5.04
_06901_,5.04
_08033_,5.04
_09325_,5.04
_12680_,5.04
_04880_,5.035
_10196_,5.03
_10210_,5.03
net1240,5.03
_01769_,5.02
_01829_,5.02
_03443_,5.02
_03617_,5.02
_04085_,5.02
_04133_,5.02
_04364_,5.02
_04729_,5.02
_05163_,5.02
_06224_,5.02
_06248_,5.02
_08220_,5.02
_09246_,5.02
_09817_,5.02
_09923_,5.02
_09961_,5.02
_10006_,5.02
_10452_,5.02
_11530_,5.02
_11600_,5.02
cpuregs\[12\]\[28\],5.02
cpuregs\[5\]\[9\],5.02
_15126_,5.005
_11209_,5
_00357_,4.985
_00376_,4.985
_00473_,4.985
_00777_,4.985
_01349_,4.985
_05499_,4.98
_00518_,4.975
_00664_,4.975
_01184_,4.975
_00277_,4.965
_00389_,4.965
_10804_,4.95
irq[9],4.95
mem_rdata[22],4.95
mem_ready,4.95
_00795_,4.945
_09968_,4.945
_10018_,4.945
_01742_,4.94
_02343_,4.94
_02423_,4.94
_02936_,4.94
_03108_,4.94
_03157_,4.94
_06922_,4.94
_07163_,4.94
_07508_,4.94
_08075_,4.94
_08712_,4.94
_08961_,4.94
_09940_,4.94
_10103_,4.94
_10151_,4.94
_10269_,4.94
_10890_,4.94
_11167_,4.94
_11932_,4.94
_12843_,4.94
_13269_,4.94
_14637_,4.94
net551,4.94
net1262,4.94
net1304,4.94
net1373,4.94
alu_shl\[12\],4.925
alu_shl\[20\],4.925
_00998_,4.92
_03008_,4.92
_03494_,4.92
_04188_,4.92
_04431_,4.92
_04572_,4.92
_04685_,4.92
_04721_,4.92
_05862_,4.92
_05947_,4.92
_05979_,4.92
_06188_,4.92
_06202_,4.92
_06258_,4.92
_06347_,4.92
_06622_,4.92
_06692_,4.92
_06756_,4.92
_07191_,4.92
_07389_,4.92
_07515_,4.92
_07769_,4.92
_07991_,4.92
_08021_,4.92
_08059_,4.92
_08114_,4.92
_08498_,4.92
_08923_,4.92
_09004_,4.92
_09482_,4.92
_09546_,4.92
_09689_,4.92
_09890_,4.92
_10138_,4.92
_10437_,4.92
_10756_,4.92
_10769_,4.92
_11010_,4.92
_11135_,4.92
_11159_,4.92
_14042_,4.92
_14732_,4.92
cpuregs\[0\]\[0\],4.92
cpuregs\[11\]\[5\],4.92
cpuregs\[16\]\[30\],4.92
net460,4.92
net602,4.92
_00853_,4.905
_00899_,4.905
_00901_,4.905
_00747_,4.9
_03604_,4.9
_04066_,4.9
_04653_,4.9
_07072_,4.9
_08265_,4.9
_08960_,4.9
_10468_,4.9
_12567_,4.9
_12750_,4.9
_00997_,4.895
_00097_,4.885
_00112_,4.885
net473,4.885
_00760_,4.88
_00817_,4.88
_00984_,4.88
_01869_,4.88
_01977_,4.88
_02993_,4.88
_03807_,4.88
_04289_,4.88
_04376_,4.88
_04787_,4.88
_04799_,4.88
_04887_,4.88
_05725_,4.88
_05789_,4.88
_05791_,4.88
_05825_,4.88
_05881_,4.88
_05933_,4.88
_05997_,4.88
_06011_,4.88
_06039_,4.88
_06226_,4.88
_06231_,4.88
_06998_,4.88
_07594_,4.88
_08131_,4.88
_08155_,4.88
_08166_,4.88
_08300_,4.88
_08301_,4.88
_08424_,4.88
_08499_,4.88
_08524_,4.88
_08539_,4.88
_08553_,4.88
_08606_,4.88
_09369_,4.88
_09370_,4.88
_09406_,4.88
_10148_,4.88
_10531_,4.88
_10768_,4.88
_10913_,4.88
_10919_,4.88
_12485_,4.88
_13108_,4.88
_14219_,4.88
_14961_,4.88
cpuregs\[3\]\[9\],4.88
cpuregs\[6\]\[18\],4.88
_00832_,4.865
_02621_,4.85
eoi[17],4.85
eoi[27],4.85
net402,4.85
mem_addr[20],4.85
mem_addr[4],4.85
mem_la_addr[14],4.85
mem_la_addr[22],4.85
mem_la_addr[30],4.85
mem_la_wdata[26],4.85
mem_la_wstrb[0],4.85
mem_la_wstrb[1],4.85
mem_wdata[31],4.85
pcpi_insn[11],4.85
pcpi_insn[21],4.85
pcpi_insn[9],4.85
net420,4.85
net425,4.85
net410,4.85
_00120_,4.845
_00195_,4.845
_00272_,4.845
_00278_,4.845
_00283_,4.845
_00297_,4.845
_00345_,4.845
_00390_,4.845
_00725_,4.845
_00823_,4.845
_01117_,4.845
_01332_,4.845
_01426_,4.845
_01487_,4.845
_15072_,4.845
net455,4.845
alu_shl\[13\],4.825
_00616_,4.82
_00986_,4.82
_04372_,4.82
_04943_,4.82
_05169_,4.82
_05640_,4.82
_05675_,4.82
_05978_,4.82
_06196_,4.82
_06314_,4.82
_06388_,4.82
_06914_,4.82
_07069_,4.82
_07305_,4.82
_07369_,4.82
_07739_,4.82
_08048_,4.82
_08226_,4.82
_10320_,4.82
_10616_,4.82
_10640_,4.82
_10907_,4.82
_10949_,4.82
_12562_,4.82
_12837_,4.82
_13473_,4.82
_13892_,4.82
_15046_,4.82
_00165_,4.805
_00724_,4.805
_01109_,4.8
_02203_,4.8
_02279_,4.8
_02315_,4.8
_03713_,4.8
_03947_,4.8
_04048_,4.8
_04499_,4.8
_05736_,4.8
_05884_,4.8
_06054_,4.8
_06077_,4.8
_06206_,4.8
_06346_,4.8
_06464_,4.8
_06492_,4.8
_06534_,4.8
_06877_,4.8
_06994_,4.8
_07043_,4.8
_07075_,4.8
_07083_,4.8
_07126_,4.8
_07399_,4.8
_07703_,4.8
_07714_,4.8
_07717_,4.8
_07982_,4.8
_08171_,4.8
_08175_,4.8
_09292_,4.8
_09488_,4.8
_09576_,4.8
_09588_,4.8
_10041_,4.8
_10156_,4.8
_10226_,4.8
_10265_,4.8
_10525_,4.8
_10634_,4.8
_10882_,4.8
_11052_,4.8
_11057_,4.8
_11170_,4.8
_11999_,4.8
_12650_,4.8
_12779_,4.8
_14114_,4.8
_14360_,4.8
_14671_,4.8
_14949_,4.8
net542,4.8
net553,4.8
net1209,4.8
_00935_,4.785
_05653_,4.78
_06669_,4.78
_13988_,4.78
_10597_,4.77
_05453_,4.76
_05570_,4.76
_05616_,4.76
_05800_,4.76
_05820_,4.76
_05980_,4.76
_05985_,4.76
_06067_,4.76
_06096_,4.76
_06128_,4.76
_06174_,4.76
_06233_,4.76
_07262_,4.76
_07390_,4.76
_07832_,4.76
_08375_,4.76
_08507_,4.76
_08544_,4.76
_08566_,4.76
_08604_,4.76
_08607_,4.76
_09267_,4.76
_09446_,4.76
_10121_,4.76
_10921_,4.76
_10923_,4.76
_14745_,4.76
mem_addr[12],4.73
mem_addr[25],4.73
mem_rdata[0],4.73
_00226_,4.725
_00493_,4.72
_00495_,4.72
_00617_,4.72
_01499_,4.72
_01213_,4.715
_00559_,4.7
_00702_,4.7
_00800_,4.7
_00831_,4.7
_01025_,4.7
_01169_,4.7
_06983_,4.7
_07336_,4.7
_08259_,4.7
_09521_,4.7
_09523_,4.7
_10426_,4.7
_10458_,4.7
_10535_,4.7
_11461_,4.7
alu_out\[7\],4.7
net630,4.7
net636,4.7
net768,4.7
net795,4.7
net1009,4.7
_07901_,4.695
_02689_,4.68
_04109_,4.68
_04325_,4.68
_06541_,4.68
_06880_,4.68
_07011_,4.68
_08505_,4.68
_13514_,4.68
cpuregs\[12\]\[15\],4.68
cpuregs\[16\]\[19\],4.68
_00043_,4.665
_05013_,4.66
_06572_,4.66
_07374_,4.66
_07466_,4.66
_07667_,4.66
_07807_,4.66
_12120_,4.66
net972,4.66
_00937_,4.635
_00513_,4.625
_00711_,4.625
_01211_,4.625
irq[2],4.61
net416,4.61
net406,4.61
_00828_,4.605
_01259_,4.605
_02048_,4.6
_06334_,4.6
_06587_,4.6
_07266_,4.6
_07272_,4.6
_09117_,4.6
_09733_,4.6
_11127_,4.6
_11238_,4.6
_12962_,4.6
_14777_,4.6
net1215,4.6
net1275,4.6
net1312,4.6
_01497_,4.59
_00222_,4.585
_00264_,4.585
_00663_,4.585
_00801_,4.585
_01152_,4.585
_04324_,4.58
_06627_,4.58
_06741_,4.58
_07022_,4.58
_10144_,4.58
_04765_,4.57
_02091_,4.56
_03455_,4.56
_03714_,4.56
_09631_,4.56
_09783_,4.56
_10439_,4.56
_10996_,4.56
cpuregs\[14\]\[9\],4.56
cpuregs\[4\]\[18\],4.56
_00269_,4.555
_01858_,4.55
_00182_,4.545
_00797_,4.545
_01486_,4.545
_02247_,4.54
_10909_,4.54
_00757_,4.525
_15109_,4.525
_09422_,4.52
_10273_,4.51
_01260_,4.505
_02891_,4.49
_06538_,4.49
_11727_,4.49
_03390_,4.48
_03568_,4.48
_03683_,4.48
_03691_,4.48
_03934_,4.48
_04490_,4.48
_04624_,4.48
_05636_,4.48
_06920_,4.48
_07116_,4.48
_07134_,4.48
_08139_,4.48
_08364_,4.48
_09703_,4.48
_09980_,4.48
_09993_,4.48
_10544_,4.48
_10937_,4.48
_11185_,4.48
_13326_,4.48
net496,4.48
net543,4.48
net561,4.48
net567,4.48
net572,4.48
net591,4.48
_00748_,4.46
_00972_,4.46
_00996_,4.46
_01075_,4.46
_01218_,4.46
_01879_,4.46
_01892_,4.46
_01992_,4.46
_03032_,4.46
_03049_,4.46
_03169_,4.46
_03551_,4.46
_03580_,4.46
_03640_,4.46
_03975_,4.46
_04284_,4.46
_04627_,4.46
_04628_,4.46
_04747_,4.46
_04848_,4.46
_04858_,4.46
_05726_,4.46
_05758_,4.46
_05973_,4.46
_05987_,4.46
_06017_,4.46
_06037_,4.46
_06145_,4.46
_06296_,4.46
_06330_,4.46
_06497_,4.46
_06566_,4.46
_06591_,4.46
_06671_,4.46
_06957_,4.46
_07201_,4.46
_07469_,4.46
_07872_,4.46
_07882_,4.46
_07956_,4.46
_08111_,4.46
_08233_,4.46
_08332_,4.46
_08852_,4.46
_08911_,4.46
_09087_,4.46
_09242_,4.46
_09726_,4.46
_09849_,4.46
_10051_,4.46
_10400_,4.46
_10434_,4.46
_10611_,4.46
_10632_,4.46
_10935_,4.46
_11027_,4.46
_11115_,4.46
_11141_,4.46
_12013_,4.46
_12302_,4.46
_12839_,4.46
_13103_,4.46
_13159_,4.46
_13592_,4.46
cpuregs\[10\]\[0\],4.46
cpuregs\[10\]\[30\],4.46
cpuregs\[3\]\[29\],4.46
net454,4.46
net574,4.46
net725,4.46
net806,4.46
net1235,4.46
_00218_,4.455
_00779_,4.455
_00916_,4.445
_01242_,4.445
_01285_,4.445
_08893_,4.445
net501,4.445
_01149_,4.44
_02079_,4.44
_07381_,4.44
_08228_,4.44
_08643_,4.44
_10157_,4.44
_13937_,4.44
cpuregs\[14\]\[7\],4.44
_05706_,4.43
_00004_,4.425
_00105_,4.425
_00126_,4.425
_00168_,4.425
_00194_,4.425
_00263_,4.425
_00317_,4.425
_00649_,4.425
_01145_,4.425
_01361_,4.425
_01411_,4.425
_01940_,4.42
_02762_,4.42
_03430_,4.42
_04261_,4.42
_04783_,4.42
_04947_,4.42
_05293_,4.42
_05590_,4.42
_05818_,4.42
_05842_,4.42
_05939_,4.42
_05969_,4.42
_06075_,4.42
_06081_,4.42
_06088_,4.42
_06098_,4.42
_06113_,4.42
_06130_,4.42
_06230_,4.42
_06256_,4.42
_06261_,4.42
_06269_,4.42
_06355_,4.42
_06592_,4.42
_07146_,4.42
_07273_,4.42
_08051_,4.42
_08054_,4.42
_08322_,4.42
_08490_,4.42
_08501_,4.42
_08594_,4.42
_11165_,4.42
_11242_,4.42
_11376_,4.42
_14651_,4.42
_14878_,4.42
_00871_,4.415
_01455_,4.415
_01251_,4.405
_15091_,4.405
_09245_,4.4
eoi[28],4.39
irq[14],4.39
mem_la_addr[29],4.39
mem_la_wdata[23],4.39
mem_la_wdata[6],4.39
mem_wstrb[1],4.39
pcpi_insn[16],4.39
pcpi_rs1[11],4.39
pcpi_rs1[26],4.39
pcpi_rs2[13],4.39
pcpi_rs2[3],4.39
_00224_,4.385
_00335_,4.385
_00542_,4.385
_00736_,4.385
_00818_,4.385
_00939_,4.385
_01207_,4.385
_01351_,4.385
_14906_,4.365
_00183_,4.36
_01048_,4.36
_01224_,4.36
_03070_,4.36
_03547_,4.36
_05656_,4.36
_06114_,4.36
_06773_,4.36
_07310_,4.36
_08261_,4.36
_08302_,4.36
_08310_,4.36
_08320_,4.36
_10731_,4.36
_11139_,4.36
_13960_,4.36
_13978_,4.36
_14604_,4.36
_14829_,4.36
net584,4.36
alu_shl\[5\],4.345
_00778_,4.34
_01757_,4.34
_02358_,4.34
_02586_,4.34
_02665_,4.34
_03116_,4.34
_03141_,4.34
_03165_,4.34
_03788_,4.34
_03958_,4.34
_04195_,4.34
_04279_,4.34
_04419_,4.34
_04738_,4.34
_04782_,4.34
_04808_,4.34
_05012_,4.34
_05134_,4.34
_05227_,4.34
_05344_,4.34
_05533_,4.34
_05661_,4.34
_05718_,4.34
_05748_,4.34
_05751_,4.34
_05754_,4.34
_05919_,4.34
_06249_,4.34
_06254_,4.34
_06318_,4.34
_06414_,4.34
_06488_,4.34
_06542_,4.34
_06804_,4.34
_06826_,4.34
_06954_,4.34
_07371_,4.34
_07507_,4.34
_07783_,4.34
_08004_,4.34
_08194_,4.34
_08431_,4.34
_08541_,4.34
_08748_,4.34
_09304_,4.34
_09307_,4.34
_09886_,4.34
_10137_,4.34
_10482_,4.34
_10536_,4.34
_10580_,4.34
_10748_,4.34
_10751_,4.34
_10819_,4.34
_10830_,4.34
_10989_,4.34
_11065_,4.34
_11259_,4.34
_11715_,4.34
_11944_,4.34
_13444_,4.34
_13637_,4.34
net863,4.34
net947,4.34
net1035,4.34
_00154_,4.325
_00179_,4.325
_00309_,4.325
_00516_,4.325
_00809_,4.325
_01362_,4.325
_01396_,4.325
_08783_,4.32
_12212_,4.32
_13751_,4.32
_15043_,4.32
alu_shl\[28\],4.32
_09261_,4.3
_00260_,4.295
_00375_,4.295
_00620_,4.295
_01276_,4.295
_04346_,4.29
_09989_,4.28
mem_rdata[12],4.27
mem_rdata[6],4.27
_00522_,4.265
_00687_,4.265
_01374_,4.265
_00046_,4.26
_01112_,4.26
_01291_,4.26
_15100_,4.26
_15125_,4.26
_00860_,4.24
_01119_,4.24
_01273_,4.24
_01561_,4.24
_04792_,4.24
_06461_,4.24
_06515_,4.24
_07024_,4.24
_07258_,4.24
_09892_,4.24
_09938_,4.24
net617,4.24
net683,4.24
net860,4.24
net868,4.24
net1005,4.24
net1064,4.24
net1314,4.24
_02960_,4.22
_03917_,4.22
_06845_,4.22
_06883_,4.22
_07194_,4.22
_07297_,4.22
_09195_,4.22
_10359_,4.22
_10412_,4.22
_11148_,4.22
_13161_,4.22
_14231_,4.22
_14719_,4.22
_14892_,4.22
_03508_,4.2
_08409_,4.2
_09579_,4.2
_10218_,4.2
_10776_,4.2
_00262_,4.165
_00330_,4.165
_00527_,4.165
_00577_,4.165
_00938_,4.165
_00943_,4.165
_01166_,4.165
_01189_,4.165
_01202_,4.165
_01286_,4.165
_01305_,4.165
_01313_,4.165
_01498_,4.165
_15073_,4.165
_00139_,4.145
_00958_,4.145
_03531_,4.14
_05176_,4.14
_09466_,4.14
_09569_,4.14
_10271_,4.14
_10495_,4.14
_10722_,4.14
_10847_,4.14
net563,4.14
net569,4.14
net1337,4.14
_00829_,4.125
_01365_,4.125
_00059_,4.12
_01466_,4.12
_02171_,4.12
_03057_,4.12
_03316_,4.12
_06795_,4.12
_07199_,4.12
_07308_,4.12
_09788_,4.12
_09828_,4.12
_10876_,4.12
_11804_,4.12
_03284_,4.1
_06393_,4.1
_07397_,4.1
_07500_,4.1
_07601_,4.1
_11197_,4.1
_13243_,4.1
_14921_,4.1
cpuregs\[4\]\[7\],4.1
cpuregs\[8\]\[18\],4.1
_04784_,4.095
_01458_,4.085
_01476_,4.085
_02468_,4.08
_03887_,4.08
_00167_,4.065
_00313_,4.065
_09759_,4.06
_09628_,4.05
_00242_,4.045
_00354_,4.045
_00798_,4.045
_07168_,4.03
_15067_,4.025
_01231_,4.02
_01520_,4.02
_02054_,4.02
_02208_,4.02
_03379_,4.02
_03562_,4.02
_03991_,4.02
_04034_,4.02
_04036_,4.02
_04890_,4.02
_06418_,4.02
_06562_,4.02
_06605_,4.02
_06863_,4.02
_07007_,4.02
_07084_,4.02
_07413_,4.02
_07441_,4.02
_07474_,4.02
_07540_,4.02
_07549_,4.02
_07558_,4.02
_07604_,4.02
_07981_,4.02
_07984_,4.02
_08026_,4.02
_08351_,4.02
_08657_,4.02
_08873_,4.02
_09468_,4.02
_09670_,4.02
_09698_,4.02
_09795_,4.02
_09859_,4.02
_10385_,4.02
_10433_,4.02
_10538_,4.02
_10540_,4.02
_10758_,4.02
_10995_,4.02
_11099_,4.02
_11674_,4.02
_13036_,4.02
_14418_,4.02
_14701_,4.02
_14852_,4.02
net585,4.02
net600,4.02
_01723_,4.005
_00420_,4
_00983_,4
_01006_,4
_01039_,4
_01050_,4
_01060_,4
_01064_,4
_01076_,4
_01154_,4
_01525_,4
_01567_,4
_01715_,4
_01761_,4
_01909_,4
_02124_,4
_02351_,4
_02408_,4
_02427_,4
_02443_,4
_02933_,4
_03282_,4
_03407_,4
_03733_,4
_03810_,4
_03817_,4
_03883_,4
_03968_,4
_03983_,4
_04007_,4
_04073_,4
_04098_,4
_04416_,4
_04815_,4
_04855_,4
_04876_,4
_04916_,4
_05055_,4
_05513_,4
_05763_,4
_05829_,4
_06199_,4
_06357_,4
_06385_,4
_06444_,4
_06527_,4
_06674_,4
_06888_,4
_07166_,4
_07177_,4
_07287_,4
_07298_,4
_07541_,4
_07631_,4
_07672_,4
_07853_,4
_08341_,4
_08430_,4
_08500_,4
_08516_,4
_08598_,4
_09357_,4
_09469_,4
_09607_,4
_09996_,4
_10132_,4
_10306_,4
_10409_,4
_10481_,4
_10498_,4
_10541_,4
_10855_,4
_10916_,4
_11251_,4
_12354_,4
_13338_,4
_14589_,4
_15009_,4
alu_out\[8\],4
cpuregs\[16\]\[16\],4
cpuregs\[3\]\[28\],4
decoder_pseudo_trigger,4
net530,4
net568,4
net1049,4
_01250_,3.995
_00821_,3.985
_00827_,3.985
_05200_,3.98
_06788_,3.98
_07276_,3.98
_07361_,3.98
_07476_,3.98
_10307_,3.98
_11871_,3.98
_13352_,3.98
_00223_,3.975
_04186_,3.97
_10790_,3.97
_00439_,3.965
_00510_,3.965
_00658_,3.965
_00822_,3.965
_00898_,3.965
_00911_,3.965
_00960_,3.965
_01199_,3.965
_01270_,3.965
_01294_,3.965
_01470_,3.965
_01475_,3.955
irq[6],3.93
net403,3.93
mem_rdata[30],3.93
net400,3.93
_00169_,3.925
_00252_,3.925
_00293_,3.925
_00442_,3.925
_00465_,3.925
_00536_,3.925
_00685_,3.925
_00707_,3.925
_00927_,3.925
_00929_,3.925
_01226_,3.925
_01283_,3.925
net457,3.925
_00704_,3.915
_09771_,3.905
_00746_,3.9
_00762_,3.9
_00993_,3.9
_00995_,3.9
_02502_,3.9
_04012_,3.9
_04388_,3.9
_05767_,3.9
_06590_,3.9
_06776_,3.9
_06886_,3.9
_07267_,3.9
_07309_,3.9
_07560_,3.9
_08107_,3.9
_08466_,3.9
_08578_,3.9
_08916_,3.9
_10976_,3.9
_11480_,3.9
_12083_,3.9
net335,3.9
_01559_,3.88
_01650_,3.88
_01669_,3.88
_01826_,3.88
_01845_,3.88
_02032_,3.88
_02103_,3.88
_02159_,3.88
_02168_,3.88
_02547_,3.88
_02714_,3.88
_03016_,3.88
_03201_,3.88
_03325_,3.88
_03357_,3.88
_03399_,3.88
_03498_,3.88
_03511_,3.88
_03834_,3.88
_04198_,3.88
_04415_,3.88
_04844_,3.88
_04845_,3.88
_05579_,3.88
_05697_,3.88
_05743_,3.88
_05765_,3.88
_05848_,3.88
_05905_,3.88
_05944_,3.88
_06000_,3.88
_06211_,3.88
_06245_,3.88
_06262_,3.88
_06292_,3.88
_06345_,3.88
_06443_,3.88
_06445_,3.88
_06585_,3.88
_06740_,3.88
_07375_,3.88
_07512_,3.88
_07611_,3.88
_07900_,3.88
_07987_,3.88
_08043_,3.88
_08057_,3.88
_08099_,3.88
_08104_,3.88
_08295_,3.88
_08340_,3.88
_08342_,3.88
_08352_,3.88
_08457_,3.88
_08585_,3.88
_09206_,3.88
_09551_,3.88
_09750_,3.88
_09841_,3.88
_10088_,3.88
_10098_,3.88
_10443_,3.88
_10491_,3.88
_10674_,3.88
_10832_,3.88
_10966_,3.88
_11178_,3.88
_11291_,3.88
_11606_,3.88
_11957_,3.88
_12973_,3.88
_13181_,3.88
_14573_,3.88
cpuregs\[13\]\[18\],3.88
cpuregs\[19\]\[21\],3.88
decoded_imm\[27\],3.88
net718,3.88
net954,3.88
_00061_,3.865
_00062_,3.865
_00258_,3.865
_00370_,3.865
_00567_,3.865
_01185_,3.865
_02383_,3.86
_06659_,3.86
_09431_,3.86
_10117_,3.86
_12909_,3.86
_00529_,3.805
_00574_,3.805
_00948_,3.805
_01460_,3.805
_00128_,3.8
_00157_,3.8
_00197_,3.8
_00221_,3.8
_00365_,3.8
_00382_,3.8
_00402_,3.8
_00556_,3.8
_00789_,3.8
_00819_,3.8
_00908_,3.8
_01356_,3.8
_01370_,3.8
_01429_,3.8
_00115_,3.78
_00205_,3.78
_00212_,3.78
_00312_,3.78
_00322_,3.78
_00532_,3.78
_00638_,3.78
_00752_,3.78
_00810_,3.78
_00920_,3.78
_00955_,3.78
_00965_,3.78
_01091_,3.78
_01395_,3.78
_04550_,3.78
_06487_,3.78
_07735_,3.78
_10332_,3.78
_15114_,3.78
net742,3.78
net801,3.78
net824,3.78
_02163_,3.765
_03206_,3.76
_04523_,3.76
_04771_,3.76
_06516_,3.76
_06951_,3.76
_09541_,3.76
_09924_,3.76
_11652_,3.76
_12760_,3.76
_13358_,3.76
cpuregs\[3\]\[16\],3.76
decoded_imm_uj\[2\],3.76
_04220_,3.755
_00038_,3.745
_09990_,3.74
_00206_,3.705
_00299_,3.705
_00324_,3.705
_00703_,3.705
_01008_,3.705
_01315_,3.705
_01417_,3.705
net577,3.705
_04347_,3.69
_01316_,3.685
_01493_,3.68
_07360_,3.68
_07494_,3.68
_08034_,3.68
_11090_,3.68
_11154_,3.68
_12695_,3.68
_13032_,3.68
net1231,3.68
_06197_,3.66
_07556_,3.66
_10879_,3.66
_11538_,3.66
_14636_,3.66
net510,3.66
net833,3.66
_13142_,3.655
_02637_,3.64
_03114_,3.64
_03163_,3.64
_03235_,3.64
_04153_,3.64
_08020_,3.64
_08030_,3.64
_08711_,3.64
_09878_,3.64
_09987_,3.64
_11062_,3.64
